TYPE OF CONTRACT,CONTRACT,PARENT,COMPANY,SERVICE,EXPIRATION,CONTROLLER,ADDRESS1,ADDRESS2,E-MAIL ADDRESS,CONTACT,PHONE #,FAX #,NOTES
STATE,4400013178,4400013168,Combined Tactical Systems,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013218,4400013168,Taser,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013171,4400013168,Firing Line,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400014647,4400013168,WW Grainger Inc,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400014648,4400013168,Digital Ally Inc,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400014649,4400013168,Enforcement Video DBA Watchguard Video,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400014650,4400013168,Pro-Vision Inc,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400014651,4400013168,Selex-ES,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400014652,4400013168,VieVu,LESS LETHAL AND DUTY GEAR,4/30/2016,50711,,,,,,,
STATE,4400013622,4400013622,UNITED PARCEL SERVICE,SMALL PACKAGE DELIVERY ,3/11/2017,50919,55 Glenlake Pkwy NE,"Atlanta, GA  30328",mebaer@ups.com,Maureen Baer,717-329-0049,,
STATE,4400013638,4400013638,XPEDX,JANITORIAL SUPPLIES,12/31/2015,51039,211 House Ave.,"Camp Hill, PA  17011",,Rick Whitcomb,717-612-6124,,
STATE,4400014891,4400013672,Charles S Winner Inc dba Winner Ford,PASSENGER VEHICLES,8/31/2016,51011,,,,,,,
STATE,4400014893,4400013672,Apple Automotive Group Inc dba Apple Ford,PASSENGER VEHICLES,8/31/2016,51011,,,,,,,
STATE,4400014894,4400013672,Hertrich Fleet Services,PASSENGER VEHICLES,8/31/2016,51011,,,,,,,
STATE,4400014895,4400013672,"Westgate Chevrolet, Inc dba Apple Chevrolet",PASSENGER VEHICLES,8/31/2016,51011,,,,,,,
STATE,4400014898,4400013672,Whitmoyer Buick-Chevrolet Inc,PASSENGER VEHICLES,8/31/2016,51011,,,,,,,
STATE,4400014899,4400013672,Whitmoyer Ford Inc,PASSENGER VEHICLES,8/31/2016,51011,,,,,,,
STATE,4400014900,4400013672,Apple 200 Eisenhower Inc dba Apple Chrysler Dodge Jeep Ran of Hanover,PASSENGER VEHICLES,8/31/2016,51011,,,,,,,
STATE,4400014060,4400014059,Arbill Industries Inc DBA Arbill,WORK GLOVES,12/31/2015,51040,,,,,,,
STATE,4400014061,4400014059,Magid Glove & Safety Mfg. Co.,WORK GLOVES,12/31/2015,51040,,,,,,,
STATE,4400014062,4400014059,Saf-T-Gard Internation Inc,WORK GLOVES,12/31/2015,51040,,,,,,,
STATE,4400014063,4400014059,Seal Glove,WORK GLOVES,12/31/2015,51040,,,,,,,
STATE,4400014064,4400014059,Stauffer Manufacturing Co DBA Stauffer Gloves and Safety,WORK GLOVES,12/31/2015,51040,,,,,,,
STATE,4400014406,4400014402,"TRIMBLE NAVIGATION, LTD",SURVEYING INSTRUMENTS AND GPS,3/31/2016,51201,5475 Kellenburger Rd,"Dayton, OH   45424",,,,,
STATE,4400014403,4400014402,Leica Geosystems,SURVEYING INSTRUMENTS AND GPS,3/31/2016,51201,,,,,,,
STATE,4400014404,4400014402,Print-O-Stat Inc,SURVEYING INSTRUMENTS AND GPS,3/31/2016,51201,,,,,,,
STATE,4400014405,4400014402,Productivity Products and Services Inc.,SURVEYING INSTRUMENTS AND GPS,3/31/2016,51201,,,,,,,
STATE,4400012521,4400012521,STATE INDUSTRIAL PRODUCTS,DILUTION CONTROL CHEMICALS,3/31/2016,48582,1509 S. Kaufman Street,"Ennis, TX 75119",,,,,
STATE,4600014835,CN00034786,"ENNIS PAINT, INC.",WATERBORNE LINE TRAFFIC PAINT,11/30/2016,49489,,,,,716-243-9510,585-243-7676,
STATE,4600015541,CN00038593,AMERICAN ROCK SALT,SODIUM CHLORIDE (BULK ROAD SALT),7/31/2016,50737,PO Box 190,"Mt. Morris, NY  14510",customerservice@americanrocksalt.com,Christine Tandy,888-762-7258,585-243-7676,
STATE,4600015542,CN00038593,Morton,SODIUM CHLORIDE (BULK ROAD SALT),7/31/2016,50737,,,,,,,
STATE,4600015543,CN00038593,Cargill Inc,SODIUM CHLORIDE (BULK ROAD SALT),7/31/2016,50737,,,,,,,
STATE,4600015506,4600015506,"POTTERS INDUSTRIES, LLC",GLASS BEADS   ,11/30/2016,51096,PO Box 841,"Valley Forge, PA  19482",,Yvonne D. Harris,800-552-3237,610-408-9723,
STATE,4400014637,4400014636,UNISELECT USA,AFTERMARKET PARTS,6/30/2015,50303,901 N. Lenola Rd.,"Moorestown, NJ   08057",jstrecker@uniselect.com,Jim Strecker,800-257-7972,,
STATE,4400014638,4400014636,GENUINE PARTS CO.,AFTERMARKET PARTS,6/30/2015,50303,500 Third Ave.,"Duncansville, PA  16635-0309",tonenill@QCMP.com,Tim O'Neill,,,
STATE,4400008552,6100017908,Alcatel Lucent USA Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,211 House Ave.,"Camp Hill, PA  17011",Kim.Sowers@ipaper.con,Kim Sowers,800-321-1804,800-493-9250,
STATE,4400008553,6100017908,Aviat Networks Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008555,6100017908,Capital Area Communications,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008556,6100017908,Com Pros Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008557,6100017908,Communications Marketing Associates,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008558,6100017908,Daniel Electronics LTD,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008559,6100017908,ECI Wireless LLC,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008560,6100017908,Emerging Power Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008561,6100017908,Federal Signal Corporation,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008562,6100017908,Harris Corporation,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008563,6100017908,Icom America Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008564,6100017908,Kenwood USA Corporation,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008565,6100017908,Midland Radio Corporation,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008566,6100017908,Mobile Radio Service,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008568,6100017908,Motorola Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008569,6100017908,PMC Associates,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008570,6100017908,Procom Corporation,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008571,6100017908,Pyramid Design & Manufacturing ,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008572,6100017908,RF Design & Integration Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008573,6100017908,Relm Wireless Corporation,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008574,6100017908,Southern Power Systems,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008575,6100017908,Stancil Solutions,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008577,6100017908,Tower Service Unlimited Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008578,6100017908,TuWay Wireless,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008579,6100017908,Thales Communications Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008580,6100017908,Wireless Communicatiosn Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008581,6100017908,Zetron Inc.,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008871,6100017908,CR Solutions,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400008576,6100017908,Tessco Incorporated,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400010437,6100017908,Teltronic Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400010431,6100017908,Link Communications Ltd,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400010430,6100017908,EF Johnson Company,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400010427,6100017908,Butler Mechanical Services LLC,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400010426,6100017908,Carlson Wireless Technologies Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400010429,6100017908,Communications Electronics INC,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400013772,6100017908,K&C Communication,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400013776,6100017908,ProComm Systems,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400013777,6100017908,Tait North America,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400013778,6100017908,Communications Electronics INC,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400013779,6100017908,JALVO Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400013959,6100017908,Wireless Electronic,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400014864,6100017908,Gettle Incorporated,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400014865,6100017908,Frecom Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400014901,6100017908,Power Products Unlimited Inc,TWO-WAY RADIO EQUIPMENT & ACCESSORIES ,9/30/2016,46005,,,,,,,
STATE,4400011826,6100025256,CDW LLC,ENTERPRISE IT PERIPHERALS,9/30/2016,50365,,,,,,,
STATE,4400011828,6100025256,ePlus Technology Inc,ENTERPRISE IT PERIPHERALS,9/30/2016,50365,,,,,,,
STATE,4400011829,6100025256,Pomeroy IT Solutions Sales Company Inc,ENTERPRISE IT PERIPHERALS,9/30/2016,50365,,,,,,,
STATE,4400008697,4400008696,Bell and Howell LLC,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400008698,4400008696,FP Mailing Solutions,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400008699,4400008696,Gunther International LTD,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400008700,4400008696,Mayline Company LLC,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400008701,4400008696,Moore Wallace North America Inc,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400008702,4400008696,Neopost USA Inc DBA Hasler,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400008703,4400008696,Pitney Bowes Inc,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400008707,4400008696,Workstream and Subsidiaries/DBA Hamilton Sorter,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400011092,4400008696,Neopost USA Inc DBA Hasler,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400010957,4400008696,Keystone Digital Imaging Inc,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4400014057,4400008696,Avil Business Systems,MAILROOM EQUIPMENT  ,8/31/2016,50011,,,,,,,
STATE,4600014911,CN00035555,"Crafco, Inc",CRACK & JOINT SEALING MATERIALS,6/30/2016,49816,,,,,,,
STATE,4600012043,561015,New Enterprise Stone & Lime Co Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600013055,561015,Lakeland Sand & Gravel Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012063,561015,LaFarge North America,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012055,561015,Bradys Bend Corporation,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012053,561015,ER Linde Construction Corp,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012054,561015,Keystone Lime Co Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012056,561015,Meckleys Limestone Prod Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012065,561015,Coolspring Stone Supply Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012064,561015,Martin Stone Quarries Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012087,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012090,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012086,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012088,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012089,561015,Scranton Materials Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012082,561015,Kent Sand & Gravel LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012085,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012080,561015,ABE Materials Easton Div of Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012083,561015,Naceville Materials,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012079,561015,Enterprises Div of Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012135,561015,Union Quarries Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012131,561015,Cooperstown Sand & Gravel Div of Schiffer Excavating Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012133,561015,Edward C Griffith Quarrying Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012128,561015,Porters Concrete Service Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012130,561015,Frank Tucci Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012170,561015,Alleghany Aggregates,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012169,561015,ACA Sand & Gravel LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012166,561015,Corson Quarries Inc DBA Bear Gap Stone Division,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012168,561015,Wilkes Barre Materials LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012164,561015,Meadville Redi Mix Concrete Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012162,561015,Greer Industries Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012165,561015,G F Edwards Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012834,561015,Raymond D Showman & Sons Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012047,561015,IA Construction Corp,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012046,561015,Eureka Stone Quarry Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012066,561015,Glenn O Hawbaker,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012045,561015,Jamestown Macadam Inc DBA Corbett Hill Gravel,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012059,561015,Dalrymple Gravel & Cont Co Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012061,561015,Pennys Supply Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012060,561015,Hempt Bros Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012058,561015,Allepheny Mineral Corp,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012102,561015,Rohrers Quarry Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012103,561015,Hoover Sand & Gravel Co Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012101,561015,Earl F Dean Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012098,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012137,561015,Hasbrouck Sand & Gravel Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012125,561015,HMMK LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012136,561015,Neville Aggregates Co Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012154,561015,Vulcan Construction Materials LP,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012155,561015,Vulcan Construction Materials LP,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012149,561015,North Star Aggregates Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012146,561015,Ligonier Stone & Lime Company DBA Derry Stone & Lime Company,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012151,561015,Waste Management & Processors Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012113,561015,Dyer Quarry Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012138,561015,Lopke Quarries Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012139,561015,Beaver Valley Siag Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012122,561015,Buffalo Limestone Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012182,561015,Gernatt Asphalt Products Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012176,561015,James J Hornyak DBA West Ridge Gravel Co,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012831,561015,Laurel Sand & Stone Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012052,561015,County Line Quarry Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012050,561015,H&H Materials Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012049,561015,Georgetown Sand & Gravel Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012092,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012093,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012072,561015,Hanson Aggregates Pennsylvania Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012078,561015,Stockertown Materials Div of Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012076,561015,Hazleton Materials LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012075,561015,Plumstead Materials Div of Naceville Materials,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012158,561015,Barletta Materials & Construction Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012157,561015,Eureka Stone Quarry Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012152,561015,Red Oak Sand & Gravel LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012067,561015,Conneaut Lake Sand & Gravel Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012094,561015,Haines & Kibblehouse Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012070,561015,Pennsy Supply North,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012071,561015,Hanson Aggregates BMC Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012068,561015,Laurel Aggregate Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012069,561015,York Building Products Co Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012115,561015,P Stone Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012112,561015,Keystone Quarry Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012114,561015,Keller Crushing & Screening Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012111,561015,American Asphalt Paving Co,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012096,561015,Bedrock Quarries Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012118,561015,Original Fuels Inc Grange Lime & Stones Co,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012117,561015,Svonavec Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012175,561015,Wayne Gravel Products Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012105,561015,Glascow Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012109,561015,Valley Stone Quarry,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012106,561015,Slippery Rock Materials Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012173,561015,Neville Terminal Services LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012141,561015,Grannas Bros Stone & Asphalt Co Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012143,561015,City Slag LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012142,561015,Jay Fulkroad & Sons Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012140,561015,National Limestone quarry Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012144,561015,Dingmans Ferry Stone Co,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012148,561015,M&M Lime Company Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012120,561015,Lehigh Asphalt Paving,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600012121,561015,Iddings Quarry Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600013331,561015,Vincent Excavating & Gravel,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600013950,561015,Temple Portable Crushing Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600013913,561015,Garrett Limestone Co Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600013914,561015,Newport Aggregate Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600014210,561015,Pottsville Materials LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600014209,561015,Jigging Technologies LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600013332,561015,Miller & Son Paving Inc,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600014208,561015,Terra Resources LLC,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600014211,561015,Independence Construction Materials,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
STATE,4600014218,561015,Kinsley Construction Inc DBA Kinsley Materials,AGGREGATES & ANTI-SKID MATERIALS ,12/31/2015,55184,,,,,,,
